RecordNo,Index,TopofMind,Unaided,Aided,TotalAwarness,Wykształcenie,Funkcja
2438,17,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2442,17,NA,NA,NA,NA,Wyższe rolnicze,???
2446,17,NA,NA,NA,NA,Średnie ogólne,Właściciel
2452,17,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2457,17,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,17,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2484,17,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2489,17,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2500,17,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,17,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,17,NA,NA,NA,NA,Średnie techniczne,Właściciel
2520,17,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,17,NA,NA,NA,NA,Średnie ogólne,Właściciel
2537,17,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,17,NA,NA,NA,NA,Średnie techniczne,???
2545,17,NA,NA,NA,NA,Wyższe,Główny agronom
2549,17,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2563,17,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2568,17,NA,NA,NA,NA,Średnie techniczne,???
2571,17,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2574,17,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2603,17,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2613,17,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2628,17,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2631,17,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2634,17,NA,NA,NA,NA,Wyższe,???
2638,17,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,17,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,17,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2660,17,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,17,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,17,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,17,NA,NA,NA,NA,Średnie ogólne,Właściciel
2688,17,NA,NA,NA,NA,Średnie ogólne,???
2703,17,NA,NA,NA,NA,Wyższe,???
2707,17,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2712,17,NA,NA,NA,NA,Średnie techniczne,Właściciel
2716,17,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2719,17,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2727,17,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2744,17,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2750,17,NA,NA,NA,NA,Wyższe,Główny agronom
2769,17,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2773,17,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2780,17,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2790,17,NA,NA,NA,NA,Średnie ogólne,???
2795,17,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2798,17,NA,NA,NA,NA,Średnie techniczne,Właściciel
2801,17,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2804,17,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2809,17,NA,NA,NA,NA,Wyższe,???
2815,17,NA,NA,NA,NA,Średnie techniczne,Właściciel
2822,17,NA,NA,NA,NA,Średnie techniczne,Właściciel
2824,17,NA,NA,NA,NA,Średnie techniczne,Właściciel
2832,17,NA,NA,NA,NA,Średnie ogólne,???
2835,17,NA,NA,NA,NA,Średnie techniczne,???
2837,17,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,17,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2862,17,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2868,17,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2871,17,NA,NA,NA,NA,Wyższe,Główny agronom
2879,17,NA,NA,NA,NA,Wyższe,Właściciel
2880,17,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,17,NA,NA,NA,NA,Średnie techniczne,???
2886,17,NA,NA,NA,NA,Wyższe,Główny agronom
1136,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
1143,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1145,18,NA,NA,NA,NA,Wyższe,Właściciel
1151,18,NA,NA,NA,Aronia,Średnie ogólne,Dyrektor / wicedyrektor
1154,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1167,18,NA,NA,NA,Maliny,Średnie techniczne,Główny agronom
1191,18,NA,NA,NA,Maliny,Wyższe,Dyrektor / wicedyrektor
1203,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1221,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1233,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
1234,18,NA,NA,NA,NA,Wyższe,Główny agronom
1236,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1256,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1261,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
1271,18,NA,NA,NA,NA,Średnie ogólne,???
1272,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1286,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1292,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
1293,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1295,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1319,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1322,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
1327,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1356,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1358,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
1364,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1377,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1382,18,NA,NA,NA,NA,Średnie ogólne,???
1393,18,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1403,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1404,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1412,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1413,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1430,18,NA,NA,NA,NA,Średnie ogólne,???
1450,18,NA,NA,NA,Maliny,Średnie ogólne,Agronom – ekspert
1469,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1475,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1476,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1477,18,NA,NA,NA,Maliny,Średnie ogólne,Główny agronom
1490,18,NA,NA,NA,NA,Średnie techniczne,???
1501,18,NA,NA,NA,NA,Średnie ogólne,???
1503,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,18,NA,NA,NA,Maliny,Średnie ogólne,Agronom – ekspert
1529,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1548,18,NA,NA,NA,Maliny,Średnie ogólne,???
1567,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1575,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1578,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1581,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1588,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1591,18,NA,NA,NA,Maliny,Średnie ogólne,Właściciel
1599,18,NA,NA,NA,NA,Średnie ogólne,???
1605,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1634,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1638,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1653,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
1666,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1672,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1694,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1705,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1710,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1712,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1719,18,NA,NA,NA,NA,Średnie ogólne,???
1739,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1740,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1752,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1777,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1792,18,NA,NA,NA,NA,Wyższe,???
1851,18,NA,NA,NA,Maliny,Średnie ogólne,???
1860,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,18,NA,NA,NA,NA,Średnie ogólne,???
1866,18,NA,NA,NA,NA,Średnie ogólne,???
1870,18,NA,NA,NA,NA,Średnie ogólne,???
1909,18,NA,NA,NA,NA,Średnie ogólne,???
1959,18,NA,NA,NA,NA,Średnie ogólne,???
1971,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
1974,18,NA,NA,NA,NA,Średnie techniczne,???
1978,18,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1984,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1994,18,NA,NA,NA,NA,Wyższe rolnicze,???
2000,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2004,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2019,18,NA,NA,NA,NA,Wyższe,Główny agronom
2024,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2026,18,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2036,18,NA,NA,NA,NA,Wyższe,Właściciel
2051,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2061,18,NA,NA,NA,NA,Wyższe,???
2064,18,NA,NA,NA,NA,Średnie techniczne,???
2069,18,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2070,18,NA,NA,NA,NA,Wyższe,???
2082,18,NA,NA,NA,NA,Wyższe,Główny agronom
2083,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,18,NA,NA,NA,NA,Wyższe,???
2101,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2124,18,NA,NA,NA,NA,Wyższe,Właściciel
2128,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2138,18,NA,NA,NA,NA,Wyższe,???
2150,18,NA,NA,NA,NA,Wyższe,???
2159,18,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2163,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2164,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2167,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2180,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
2196,18,NA,NA,NA,NA,Średnie techniczne,???
2198,18,NA,NA,NA,NA,Wyższe,Właściciel
2209,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2210,18,NA,NA,NA,NA,Wyższe,???
2218,18,NA,NA,NA,NA,Wyższe,???
2223,18,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2231,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2262,18,NA,NA,NA,NA,Średnie ogólne,???
2269,18,NA,NA,NA,NA,Średnie ogólne,???
2270,18,NA,NA,NA,NA,Wyższe,Właściciel
2283,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2291,18,NA,NA,NA,NA,Wyższe,Główny agronom
2300,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2309,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2311,18,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2316,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
2326,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2329,18,NA,NA,NA,NA,Średnie ogólne,???
2341,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2343,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2355,18,NA,NA,NA,NA,Wyższe rolnicze,???
2420,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2422,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2432,18,NA,NA,NA,NA,Wyższe rolnicze,Inne
2437,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2438,18,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2442,18,NA,NA,NA,NA,Wyższe rolnicze,???
2446,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
2452,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2457,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,18,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2484,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2489,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2500,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,18,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2520,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
2537,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,18,NA,NA,NA,NA,Średnie techniczne,???
2545,18,NA,NA,NA,NA,Wyższe,Główny agronom
2549,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2563,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2568,18,NA,NA,NA,NA,Średnie techniczne,???
2571,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2574,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2603,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2613,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2628,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2631,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2634,18,NA,NA,NA,NA,Wyższe,???
2638,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2643,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2647,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2660,18,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2670,18,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2674,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2685,18,NA,NA,NA,NA,Średnie ogólne,Właściciel
2688,18,NA,NA,NA,NA,Średnie ogólne,???
2703,18,NA,NA,NA,NA,Wyższe,???
2707,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2712,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2716,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2719,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2727,18,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2744,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2750,18,NA,NA,NA,NA,Wyższe,Główny agronom
2769,18,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2773,18,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2780,18,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2790,18,NA,NA,NA,NA,Średnie ogólne,???
2795,18,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2798,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2801,18,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2804,18,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2809,18,NA,NA,NA,NA,Wyższe,???
2815,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2822,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2824,18,NA,NA,NA,NA,Średnie techniczne,Właściciel
2832,18,NA,NA,NA,NA,Średnie ogólne,???
2835,18,NA,NA,NA,NA,Średnie techniczne,???
2837,18,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2853,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2862,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2868,18,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2871,18,NA,NA,NA,NA,Wyższe,Główny agronom
2879,18,NA,NA,NA,NA,Wyższe,Właściciel
2880,18,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2882,18,NA,NA,NA,NA,Średnie techniczne,???
2886,18,NA,NA,NA,NA,Wyższe,Główny agronom
1136,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
1143,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1145,19,NA,NA,NA,NA,Wyższe,Właściciel
1151,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1154,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1167,19,NA,NA,NA,NA,Średnie techniczne,Główny agronom
1191,19,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
1203,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1218,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1221,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1233,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
1234,19,NA,NA,NA,NA,Wyższe,Główny agronom
1236,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1256,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1261,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
1271,19,NA,NA,NA,NA,Średnie ogólne,???
1272,19,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1286,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1292,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
1293,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1294,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1295,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1319,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1322,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
1327,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1356,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1358,19,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
1364,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1375,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1377,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1382,19,NA,NA,NA,NA,Średnie ogólne,???
1393,19,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1403,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1404,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1412,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1413,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1430,19,NA,NA,NA,NA,Średnie ogólne,???
1450,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1469,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1475,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
1476,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1477,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1490,19,NA,NA,NA,NA,Średnie techniczne,???
1501,19,NA,NA,NA,NA,Średnie ogólne,???
1503,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1508,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1529,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1531,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1540,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1548,19,NA,NA,NA,NA,Średnie ogólne,???
1567,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1575,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1578,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1581,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1588,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1591,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1599,19,NA,NA,NA,NA,Średnie ogólne,???
1605,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1634,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1638,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1653,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
1666,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1672,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1694,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1705,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
1710,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1712,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1719,19,NA,NA,NA,NA,Średnie ogólne,???
1739,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1740,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1752,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
1777,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1792,19,NA,NA,NA,NA,Wyższe,???
1851,19,NA,NA,NA,NA,Średnie ogólne,???
1860,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
1863,19,NA,NA,NA,NA,Średnie ogólne,???
1866,19,NA,NA,NA,NA,Średnie ogólne,???
1870,19,NA,NA,NA,NA,Średnie ogólne,???
1909,19,NA,NA,NA,NA,Średnie ogólne,???
1959,19,NA,NA,NA,NA,Średnie ogólne,???
1971,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
1974,19,NA,NA,NA,NA,Średnie techniczne,???
1978,19,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
1984,19,NA,NA,NA,NA,Wyższe,Agronom – ekspert
1994,19,NA,NA,NA,NA,Wyższe rolnicze,???
2000,19,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2004,19,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2019,19,NA,NA,NA,NA,Wyższe,Główny agronom
2024,19,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2026,19,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2036,19,NA,NA,NA,NA,Wyższe,Właściciel
2051,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2057,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2061,19,NA,NA,NA,NA,Wyższe,???
2064,19,NA,NA,NA,NA,Średnie techniczne,???
2069,19,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2070,19,NA,NA,NA,NA,Wyższe,???
2082,19,NA,NA,NA,NA,Wyższe,Główny agronom
2083,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2088,19,NA,NA,NA,NA,Wyższe,???
2101,19,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2124,19,NA,NA,NA,NA,Wyższe,Właściciel
2128,19,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2138,19,NA,NA,NA,NA,Wyższe,???
2150,19,NA,NA,NA,NA,Wyższe,???
2159,19,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2163,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2164,19,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2167,19,NA,NA,NA,NA,Średnie ogólne,Dyrektor / wicedyrektor
2180,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
2196,19,NA,NA,NA,NA,Średnie techniczne,???
2198,19,NA,NA,NA,NA,Wyższe,Właściciel
2209,19,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2210,19,NA,NA,NA,NA,Wyższe,???
2218,19,NA,NA,NA,NA,Wyższe,???
2223,19,NA,NA,NA,NA,Wyższe rolnicze,Właściciel
2231,19,NA,NA,NA,NA,Średnie ogólne,Agronom – ekspert
2262,19,NA,NA,NA,NA,Średnie ogólne,???
2269,19,NA,NA,NA,NA,Średnie ogólne,???
2270,19,NA,NA,NA,NA,Wyższe,Właściciel
2283,19,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2291,19,NA,NA,NA,NA,Wyższe,Główny agronom
2300,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2309,19,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2311,19,NA,NA,NA,NA,Średnie techniczne,Główny agronom
2316,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
2326,19,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2329,19,NA,NA,NA,NA,Średnie ogólne,???
2341,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
2343,19,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2355,19,NA,NA,NA,NA,Wyższe rolnicze,???
2420,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2422,19,NA,NA,NA,NA,Średnie ogólne,Główny agronom
2432,19,NA,NA,NA,NA,Wyższe rolnicze,Inne
2437,19,NA,NA,NA,NA,Wyższe,Agronom – ekspert
2438,19,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2442,19,NA,NA,NA,NA,Wyższe rolnicze,???
2446,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
2452,19,NA,NA,NA,NA,Wyższe,Dyrektor / wicedyrektor
2457,19,NA,NA,NA,NA,Średnie techniczne,Dyrektor / wicedyrektor
2479,19,NA,NA,NA,NA,Wyższe rolnicze,Główny agronom
2484,19,NA,NA,NA,NA,Średnie techniczne,Agronom – ekspert
2489,19,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2500,19,NA,NA,NA,NA,Wyższe rolnicze,Agronom – ekspert
2504,19,NA,NA,NA,NA,Wyższe rolnicze,Dyrektor / wicedyrektor
2509,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
2520,19,NA,NA,NA,NA,Średnie techniczne,Właściciel
2527,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
2537,19,NA,NA,NA,NA,Średnie ogólne,Właściciel
2538,19,NA,NA,NA,NA,Średnie techniczne,???
